Geslacht;Bedrijfstakken/branches (SBI 2008);Perioden;Onderwerp;Type werkenden;Waarde
Mannen;P Onderwijs;2015;Banen;Zelfstandigen;34
Mannen;P Onderwijs;2015;Arbeidsjaren;Werknemers;153
Mannen;P Onderwijs;2015;Arbeidsjaren;Zelfstandigen;20
Mannen;P Onderwijs;2015;Gewerkte uren;Werknemers;241
Mannen;P Onderwijs;2015;Gewerkte uren;Zelfstandigen;44
Mannen;P Onderwijs;2016;Werkzame personen;Werknemers;171
Mannen;P Onderwijs;2016;Werkzame personen;Zelfstandigen;21
Mannen;P Onderwijs;2016;Banen;Werknemers;184
Mannen;P Onderwijs;2016;Banen;Zelfstandigen;35
Mannen;P Onderwijs;2016;Arbeidsjaren;Werknemers;153
Mannen;P Onderwijs;2016;Arbeidsjaren;Zelfstandigen;20
Mannen;P Onderwijs;2016;Gewerkte uren;Werknemers;243
Mannen;P Onderwijs;2016;Gewerkte uren;Zelfstandigen;45
Mannen;P Onderwijs;2017;Werkzame personen;Werknemers;172
Mannen;P Onderwijs;2017;Werkzame personen;Zelfstandigen;22
Mannen;P Onderwijs;2017;Banen;Werknemers;185
Mannen;P Onderwijs;2017;Banen;Zelfstandigen;37
Mannen;P Onderwijs;2017;Arbeidsjaren;Werknemers;153
Mannen;P Onderwijs;2017;Arbeidsjaren;Zelfstandigen;22
Mannen;P Onderwijs;2017;Gewerkte uren;Werknemers;243
Mannen;P Onderwijs;2017;Gewerkte uren;Zelfstandigen;49
Mannen;P Onderwijs;2018;Werkzame personen;Werknemers;172
Mannen;P Onderwijs;2018;Werkzame personen;Zelfstandigen;24
Mannen;P Onderwijs;2018;Banen;Werknemers;186
Mannen;P Onderwijs;2018;Banen;Zelfstandigen;39
Mannen;P Onderwijs;2018;Arbeidsjaren;Werknemers;153
Mannen;P Onderwijs;2018;Arbeidsjaren;Zelfstandigen;24
Mannen;P Onderwijs;2018;Gewerkte uren;Werknemers;243
Mannen;P Onderwijs;2018;Gewerkte uren;Zelfstandigen;53
Mannen;Q Gezondheids- en welzijnszorg;2013;Werkzame personen;Werknemers;192
Mannen;Q Gezondheids- en welzijnszorg;2013;Werkzame personen;Zelfstandigen;70
Mannen;Q Gezondheids- en welzijnszorg;2013;Banen;Werknemers;206
Mannen;Q Gezondheids- en welzijnszorg;2013;Banen;Zelfstandigen;103
Mannen;Q Gezondheids- en welzijnszorg;2013;Arbeidsjaren;Werknemers;174
Mannen;Q Gezondheids- en welzijnszorg;2013;Arbeidsjaren;Zelfstandigen;47
Mannen;Q Gezondheids- en welzijnszorg;2013;Gewerkte uren;Werknemers;276
Mannen;Q Gezondheids- en welzijnszorg;2013;Gewerkte uren;Zelfstandigen;99
Mannen;Q Gezondheids- en welzijnszorg;2014;Werkzame personen;Werknemers;188
Mannen;Q Gezondheids- en welzijnszorg;2014;Werkzame personen;Zelfstandigen;68
Mannen;Q Gezondheids- en welzijnszorg;2014;Banen;Werknemers;203
Mannen;Q Gezondheids- en welzijnszorg;2014;Banen;Zelfstandigen;104
Mannen;Q Gezondheids- en welzijnszorg;2014;Arbeidsjaren;Werknemers;171
Mannen;Q Gezondheids- en welzijnszorg;2014;Arbeidsjaren;Zelfstandigen;47
Mannen;Q Gezondheids- en welzijnszorg;2014;Gewerkte uren;Werknemers;272
Mannen;Q Gezondheids- en welzijnszorg;2014;Gewerkte uren;Zelfstandigen;100
Mannen;Q Gezondheids- en welzijnszorg;2015;Werkzame personen;Werknemers;188
Mannen;Q Gezondheids- en welzijnszorg;2015;Werkzame personen;Zelfstandigen;67
Mannen;Q Gezondheids- en welzijnszorg;2015;Banen;Werknemers;202
Mannen;Q Gezondheids- en welzijnszorg;2015;Banen;Zelfstandigen;103
Mannen;Q Gezondheids- en welzijnszorg;2015;Arbeidsjaren;Werknemers;171
Mannen;Q Gezondheids- en welzijnszorg;2015;Arbeidsjaren;Zelfstandigen;46
Mannen;Q Gezondheids- en welzijnszorg;2015;Gewerkte uren;Werknemers;271
Mannen;Q Gezondheids- en welzijnszorg;2015;Gewerkte uren;Zelfstandigen;99
Mannen;Q Gezondheids- en welzijnszorg;2016;Werkzame personen;Werknemers;188
Mannen;Q Gezondheids- en welzijnszorg;2016;Werkzame personen;Zelfstandigen;67
Mannen;Q Gezondheids- en welzijnszorg;2016;Banen;Werknemers;202
Mannen;Q Gezondheids- en welzijnszorg;2016;Banen;Zelfstandigen;103
Mannen;Q Gezondheids- en welzijnszorg;2016;Arbeidsjaren;Werknemers;170
Mannen;Q Gezondheids- en welzijnszorg;2016;Arbeidsjaren;Zelfstandigen;46
Mannen;Q Gezondheids- en welzijnszorg;2016;Gewerkte uren;Werknemers;271
Mannen;Q Gezondheids- en welzijnszorg;2016;Gewerkte uren;Zelfstandigen;97
Mannen;Q Gezondheids- en welzijnszorg;2017;Werkzame personen;Werknemers;190
Mannen;Q Gezondheids- en welzijnszorg;2017;Werkzame personen;Zelfstandigen;67
Mannen;Q Gezondheids- en welzijnszorg;2017;Banen;Werknemers;205
Mannen;Q Gezondheids- en welzijnszorg;2017;Banen;Zelfstandigen;104
Mannen;Q Gezondheids- en welzijnszorg;2017;Arbeidsjaren;Werknemers;172
Mannen;Q Gezondheids- en welzijnszorg;2017;Arbeidsjaren;Zelfstandigen;47
Mannen;Q Gezondheids- en welzijnszorg;2017;Gewerkte uren;Werknemers;273
Mannen;Q Gezondheids- en welzijnszorg;2017;Gewerkte uren;Zelfstandigen;99
Mannen;Q Gezondheids- en welzijnszorg;2018;Werkzame personen;Werknemers;194
Mannen;Q Gezondheids- en welzijnszorg;2018;Werkzame personen;Zelfstandigen;68
Mannen;Q Gezondheids- en welzijnszorg;2018;Banen;Werknemers;208
Mannen;Q Gezondheids- en welzijnszorg;2018;Banen;Zelfstandigen;106
Mannen;Q Gezondheids- en welzijnszorg;2018;Arbeidsjaren;Werknemers;173
Mannen;Q Gezondheids- en welzijnszorg;2018;Arbeidsjaren;Zelfstandigen;48
Mannen;Q Gezondheids- en welzijnszorg;2018;Gewerkte uren;Werknemers;276
Mannen;Q Gezondheids- en welzijnszorg;2018;Gewerkte uren;Zelfstandigen;101
Mannen;R Cultuur, sport en recreatie;2013;Werkzame personen;Werknemers;48
Mannen;R Cultuur, sport en recreatie;2013;Werkzame personen;Zelfstandigen;30
Mannen;R Cultuur, sport en recreatie;2013;Banen;Werknemers;60
Mannen;R Cultuur, sport en recreatie;2013;Banen;Zelfstandigen;46
Mannen;R Cultuur, sport en recreatie;2013;Arbeidsjaren;Werknemers;39
Mannen;R Cultuur, sport en recreatie;2013;Arbeidsjaren;Zelfstandigen;32
Mannen;R Cultuur, sport en recreatie;2013;Gewerkte uren;Werknemers;66
Mannen;R Cultuur, sport en recreatie;2013;Gewerkte uren;Zelfstandigen;72
Mannen;R Cultuur, sport en recreatie;2014;Werkzame personen;Werknemers;49
Mannen;R Cultuur, sport en recreatie;2014;Werkzame personen;Zelfstandigen;32
Mannen;R Cultuur, sport en recreatie;2014;Banen;Werknemers;60
Mannen;R Cultuur, sport en recreatie;2014;Banen;Zelfstandigen;49
Mannen;R Cultuur, sport en recreatie;2014;Arbeidsjaren;Werknemers;39
Mannen;R Cultuur, sport en recreatie;2014;Arbeidsjaren;Zelfstandigen;33
Mannen;R Cultuur, sport en recreatie;2014;Gewerkte uren;Werknemers;66
Mannen;R Cultuur, sport en recreatie;2014;Gewerkte uren;Zelfstandigen;76
Mannen;R Cultuur, sport en recreatie;2015;Werkzame personen;Werknemers;48
Mannen;R Cultuur, sport en recreatie;2015;Werkzame personen;Zelfstandigen;33
Mannen;R Cultuur, sport en recreatie;2015;Banen;Werknemers;60
Mannen;R Cultuur, sport en recreatie;2015;Banen;Zelfstandigen;50
Mannen;R Cultuur, sport en recreatie;2015;Arbeidsjaren;Werknemers;39
Mannen;R Cultuur, sport en recreatie;2015;Arbeidsjaren;Zelfstandigen;34
Mannen;R Cultuur, sport en recreatie;2015;Gewerkte uren;Werknemers;66
Mannen;R Cultuur, sport en recreatie;2015;Gewerkte uren;Zelfstandigen;74
Mannen;R Cultuur, sport en recreatie;2016;Werkzame personen;Werknemers;49
Mannen;R Cultuur, sport en recreatie;2016;Werkzame personen;Zelfstandigen;34
Mannen;R Cultuur, sport en recreatie;2016;Banen;Werknemers;61
Mannen;R Cultuur, sport en recreatie;2016;Banen;Zelfstandigen;52
Mannen;R Cultuur, sport en recreatie;2016;Arbeidsjaren;Werknemers;39
Mannen;R Cultuur, sport en recreatie;2016;Arbeidsjaren;Zelfstandigen;34
Mannen;R Cultuur, sport en recreatie;2016;Gewerkte uren;Werknemers;67
Mannen;R Cultuur, sport en recreatie;2016;Gewerkte uren;Zelfstandigen;75
Mannen;R Cultuur, sport en recreatie;2017;Werkzame personen;Werknemers;51
Mannen;R Cultuur, sport en recreatie;2017;Werkzame personen;Zelfstandigen;35
Mannen;R Cultuur, sport en recreatie;2017;Banen;Werknemers;63
Mannen;R Cultuur, sport en recreatie;2017;Banen;Zelfstandigen;54
Mannen;R Cultuur, sport en recreatie;2017;Arbeidsjaren;Werknemers;40
Mannen;R Cultuur, sport en recreatie;2017;Arbeidsjaren;Zelfstandigen;38
Mannen;R Cultuur, sport en recreatie;2017;Gewerkte uren;Werknemers;69
Mannen;R Cultuur, sport en recreatie;2017;Gewerkte uren;Zelfstandigen;84
Mannen;R Cultuur, sport en recreatie;2018;Werkzame personen;Werknemers;53
Mannen;R Cultuur, sport en recreatie;2018;Werkzame personen;Zelfstandigen;35
Mannen;R Cultuur, sport en recreatie;2018;Banen;Werknemers;65
Mannen;R Cultuur, sport en recreatie;2018;Banen;Zelfstandigen;56
Mannen;R Cultuur, sport en recreatie;2018;Arbeidsjaren;Werknemers;42
Mannen;R Cultuur, sport en recreatie;2018;Arbeidsjaren;Zelfstandigen;38
Mannen;R Cultuur, sport en recreatie;2018;Gewerkte uren;Werknemers;72
Mannen;R Cultuur, sport en recreatie;2018;Gewerkte uren;Zelfstandigen;82
Mannen;S Overige dienstverlening;2013;Werkzame personen;Werknemers;42
Mannen;S Overige dienstverlening;2013;Werkzame personen;Zelfstandigen;18
Mannen;S Overige dienstverlening;2013;Banen;Werknemers;47
Mannen;S Overige dienstverlening;2013;Banen;Zelfstandigen;24
Mannen;S Overige dienstverlening;2013;Arbeidsjaren;Werknemers;37
Mannen;S Overige dienstverlening;2013;Arbeidsjaren;Zelfstandigen;20
Mannen;S Overige dienstverlening;2013;Gewerkte uren;Werknemers;64
Mannen;S Overige dienstverlening;2013;Gewerkte uren;Zelfstandigen;44
Mannen;S Overige dienstverlening;2014;Werkzame personen;Werknemers;41
Mannen;S Overige dienstverlening;2014;Werkzame personen;Zelfstandigen;18
Mannen;S Overige dienstverlening;2014;Banen;Werknemers;45
Mannen;S Overige dienstverlening;2014;Banen;Zelfstandigen;24
Mannen;S Overige dienstverlening;2014;Arbeidsjaren;Werknemers;36
Mannen;S Overige dienstverlening;2014;Arbeidsjaren;Zelfstandigen;20
Mannen;S Overige dienstverlening;2014;Gewerkte uren;Werknemers;62
Mannen;S Overige dienstverlening;2014;Gewerkte uren;Zelfstandigen;44
Mannen;S Overige dienstverlening;2015;Werkzame personen;Werknemers;41
Mannen;S Overige dienstverlening;2015;Werkzame personen;Zelfstandigen;18
Mannen;S Overige dienstverlening;2015;Banen;Werknemers;45
Mannen;S Overige dienstverlening;2015;Banen;Zelfstandigen;24
Mannen;S Overige dienstverlening;2015;Arbeidsjaren;Werknemers;35
Mannen;S Overige dienstverlening;2015;Arbeidsjaren;Zelfstandigen;20
Mannen;S Overige dienstverlening;2015;Gewerkte uren;Werknemers;62
Mannen;S Overige dienstverlening;2015;Gewerkte uren;Zelfstandigen;44
Mannen;S Overige dienstverlening;2016;Werkzame personen;Werknemers;41
Mannen;S Overige dienstverlening;2016;Werkzame personen;Zelfstandigen;18
Mannen;S Overige dienstverlening;2016;Banen;Werknemers;45
Mannen;S Overige dienstverlening;2016;Banen;Zelfstandigen;25
Mannen;S Overige dienstverlening;2016;Arbeidsjaren;Werknemers;36
Mannen;S Overige dienstverlening;2016;Arbeidsjaren;Zelfstandigen;21
Mannen;S Overige dienstverlening;2016;Gewerkte uren;Werknemers;62
Mannen;S Overige dienstverlening;2016;Gewerkte uren;Zelfstandigen;46
Mannen;S Overige dienstverlening;2017;Werkzame personen;Werknemers;42
Mannen;S Overige dienstverlening;2017;Werkzame personen;Zelfstandigen;19
Mannen;S Overige dienstverlening;2017;Banen;Werknemers;46
Mannen;S Overige dienstverlening;2017;Banen;Zelfstandigen;26
Mannen;S Overige dienstverlening;2017;Arbeidsjaren;Werknemers;36
Mannen;S Overige dienstverlening;2017;Arbeidsjaren;Zelfstandigen;22
Mannen;S Overige dienstverlening;2017;Gewerkte uren;Werknemers;63
Mannen;S Overige dienstverlening;2017;Gewerkte uren;Zelfstandigen;50
Mannen;S Overige dienstverlening;2018;Werkzame personen;Werknemers;42
Mannen;S Overige dienstverlening;2018;Werkzame personen;Zelfstandigen;19
Mannen;S Overige dienstverlening;2018;Banen;Werknemers;46
Mannen;S Overige dienstverlening;2018;Banen;Zelfstandigen;26
Mannen;S Overige dienstverlening;2018;Arbeidsjaren;Werknemers;37
Mannen;S Overige dienstverlening;2018;Arbeidsjaren;Zelfstandigen;22
Mannen;S Overige dienstverlening;2018;Gewerkte uren;Werknemers;63
Mannen;S Overige dienstverlening;2018;Gewerkte uren;Zelfstandigen;48
Mannen;T Huishoudens;2013;Werkzame personen;Werknemers;4
Mannen;T Huishoudens;2013;Werkzame personen;Zelfstandigen;0
Mannen;T Huishoudens;2013;Banen;Werknemers;9
Mannen;T Huishoudens;2013;Banen;Zelfstandigen;0
Mannen;T Huishoudens;2013;Arbeidsjaren;Werknemers;4
Mannen;T Huishoudens;2013;Arbeidsjaren;Zelfstandigen;0
Mannen;T Huishoudens;2013;Gewerkte uren;Werknemers;6
Mannen;T Huishoudens;2013;Gewerkte uren;Zelfstandigen;0
Mannen;T Huishoudens;2014;Werkzame personen;Werknemers;5
Mannen;T Huishoudens;2014;Werkzame personen;Zelfstandigen;0
Mannen;T Huishoudens;2014;Banen;Werknemers;9
Mannen;T Huishoudens;2014;Banen;Zelfstandigen;0
Mannen;T Huishoudens;2014;Arbeidsjaren;Werknemers;4
Mannen;T Huishoudens;2014;Arbeidsjaren;Zelfstandigen;0
Mannen;T Huishoudens;2014;Gewerkte uren;Werknemers;6
Mannen;T Huishoudens;2014;Gewerkte uren;Zelfstandigen;0
Mannen;T Huishoudens;2015;Werkzame personen;Werknemers;5
Mannen;T Huishoudens;2015;Werkzame personen;Zelfstandigen;0
Mannen;T Huishoudens;2015;Banen;Werknemers;10
Mannen;T Huishoudens;2015;Banen;Zelfstandigen;0
Mannen;T Huishoudens;2015;Arbeidsjaren;Werknemers;3
Mannen;T Huishoudens;2015;Arbeidsjaren;Zelfstandigen;0
Mannen;T Huishoudens;2015;Gewerkte uren;Werknemers;6
Mannen;T Huishoudens;2015;Gewerkte uren;Zelfstandigen;0
Mannen;T Huishoudens;2016;Werkzame personen;Werknemers;5
Mannen;T Huishoudens;2016;Werkzame personen;Zelfstandigen;0
Mannen;T Huishoudens;2016;Banen;Werknemers;10
Mannen;T Huishoudens;2016;Banen;Zelfstandigen;0
Mannen;T Huishoudens;2016;Arbeidsjaren;Werknemers;4
Mannen;T Huishoudens;2016;Arbeidsjaren;Zelfstandigen;0
Mannen;T Huishoudens;2016;Gewerkte uren;Werknemers;6
Mannen;T Huishoudens;2016;Gewerkte uren;Zelfstandigen;0
Mannen;T Huishoudens;2017;Werkzame personen;Werknemers;5
Mannen;T Huishoudens;2017;Werkzame personen;Zelfstandigen;0
Mannen;T Huishoudens;2017;Banen;Werknemers;10
Mannen;T Huishoudens;2017;Banen;Zelfstandigen;0
Mannen;T Huishoudens;2017;Arbeidsjaren;Werknemers;4
Mannen;T Huishoudens;2017;Arbeidsjaren;Zelfstandigen;0
Mannen;T Huishoudens;2017;Gewerkte uren;Werknemers;7
Mannen;T Huishoudens;2017;Gewerkte uren;Zelfstandigen;0
Mannen;T Huishoudens;2018;Werkzame personen;Werknemers;5
Mannen;T Huishoudens;2018;Werkzame personen;Zelfstandigen;0
Mannen;T Huishoudens;2018;Banen;Werknemers;11
Mannen;T Huishoudens;2018;Banen;Zelfstandigen;0
Mannen;T Huishoudens;2018;Arbeidsjaren;Werknemers;4
Mannen;T Huishoudens;2018;Arbeidsjaren;Zelfstandigen;0
Mannen;T Huishoudens;2018;Gewerkte uren;Werknemers;7
Mannen;T Huishoudens;2018;Gewerkte uren;Zelfstandigen;0
Vrouwen;A Landbouw, bosbouw en visserij;2013;Werkzame personen;Werknemers;32
Vrouwen;A Landbouw, bosbouw en visserij;2013;Werkzame personen;Zelfstandigen;30
Vrouwen;A Landbouw, bosbouw en visserij;2013;Banen;Werknemers;36
Vrouwen;A Landbouw, bosbouw en visserij;2013;Banen;Zelfstandigen;40
Vrouwen;A Landbouw, bosbouw en visserij;2013;Arbeidsjaren;Werknemers;21
Vrouwen;A Landbouw, bosbouw en visserij;2013;Arbeidsjaren;Zelfstandigen;25
Vrouwen;A Landbouw, bosbouw en visserij;2013;Gewerkte uren;Werknemers;36
Vrouwen;A Landbouw, bosbouw en visserij;2013;Gewerkte uren;Zelfstandigen;55
Vrouwen;A Landbouw, bosbouw en visserij;2014;Werkzame personen;Werknemers;32
Vrouwen;A Landbouw, bosbouw en visserij;2014;Werkzame personen;Zelfstandigen;30
Vrouwen;A Landbouw, bosbouw en visserij;2014;Banen;Werknemers;36
Vrouwen;A Landbouw, bosbouw en visserij;2014;Banen;Zelfstandigen;41
Vrouwen;A Landbouw, bosbouw en visserij;2014;Arbeidsjaren;Werknemers;20
Vrouwen;A Landbouw, bosbouw en visserij;2014;Arbeidsjaren;Zelfstandigen;25
Vrouwen;A Landbouw, bosbouw en visserij;2014;Gewerkte uren;Werknemers;36
Vrouwen;A Landbouw, bosbouw en visserij;2014;Gewerkte uren;Zelfstandigen;58
Vrouwen;A Landbouw, bosbouw en visserij;2015;Werkzame personen;Werknemers;31
Vrouwen;A Landbouw, bosbouw en visserij;2015;Werkzame personen;Zelfstandigen;31
Vrouwen;A Landbouw, bosbouw en visserij;2015;Banen;Werknemers;36
Vrouwen;A Landbouw, bosbouw en visserij;2015;Banen;Zelfstandigen;41
Vrouwen;A Landbouw, bosbouw en visserij;2015;Arbeidsjaren;Werknemers;20
Vrouwen;A Landbouw, bosbouw en visserij;2015;Arbeidsjaren;Zelfstandigen;25
Vrouwen;A Landbouw, bosbouw en visserij;2015;Gewerkte uren;Werknemers;36
Vrouwen;A Landbouw, bosbouw en visserij;2015;Gewerkte uren;Zelfstandigen;57
Vrouwen;A Landbouw, bosbouw en visserij;2016;Werkzame personen;Werknemers;32
Vrouwen;A Landbouw, bosbouw en visserij;2016;Werkzame personen;Zelfstandigen;31
Vrouwen;A Landbouw, bosbouw en visserij;2016;Banen;Werknemers;37
Vrouwen;A Landbouw, bosbouw en visserij;2016;Banen;Zelfstandigen;42
Vrouwen;A Landbouw, bosbouw en visserij;2016;Arbeidsjaren;Werknemers;21
Vrouwen;A Landbouw, bosbouw en visserij;2016;Arbeidsjaren;Zelfstandigen;25
Vrouwen;A Landbouw, bosbouw en visserij;2016;Gewerkte uren;Werknemers;37
Vrouwen;A Landbouw, bosbouw en visserij;2016;Gewerkte uren;Zelfstandigen;60
Vrouwen;A Landbouw, bosbouw en visserij;2017;Werkzame personen;Werknemers;33
Vrouwen;A Landbouw, bosbouw en visserij;2017;Werkzame personen;Zelfstandigen;31
Vrouwen;A Landbouw, bosbouw en visserij;2017;Banen;Werknemers;38
Vrouwen;A Landbouw, bosbouw en visserij;2017;Banen;Zelfstandigen;43
Vrouwen;A Landbouw, bosbouw en visserij;2017;Arbeidsjaren;Werknemers;22
Vrouwen;A Landbouw, bosbouw en visserij;2017;Arbeidsjaren;Zelfstandigen;25
Vrouwen;A Landbouw, bosbouw en visserij;2017;Gewerkte uren;Werknemers;39
Vrouwen;A Landbouw, bosbouw en visserij;2017;Gewerkte uren;Zelfstandigen;59
Vrouwen;A Landbouw, bosbouw en visserij;2018;Werkzame personen;Werknemers;34
Vrouwen;A Landbouw, bosbouw en visserij;2018;Werkzame personen;Zelfstandigen;31
Vrouwen;A Landbouw, bosbouw en visserij;2018;Banen;Werknemers;39
Vrouwen;A Landbouw, bosbouw en visserij;2018;Banen;Zelfstandigen;44
Vrouwen;A Landbouw, bosbouw en visserij;2018;Arbeidsjaren;Werknemers;23
Vrouwen;A Landbouw, bosbouw en visserij;2018;Arbeidsjaren;Zelfstandigen;28
Vrouwen;A Landbouw, bosbouw en visserij;2018;Gewerkte uren;Werknemers;41
Vrouwen;A Landbouw, bosbouw en visserij;2018;Gewerkte uren;Zelfstandigen;61
Vrouwen;B Delfstoffenwinning;2013;Werkzame personen;Werknemers;1
Vrouwen;B Delfstoffenwinning;2013;Werkzame personen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2013;Banen;Werknemers;1
Vrouwen;B Delfstoffenwinning;2013;Banen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2013;Arbeidsjaren;Werknemers;1
Vrouwen;B Delfstoffenwinning;2013;Arbeidsjaren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2013;Gewerkte uren;Werknemers;2
Vrouwen;B Delfstoffenwinning;2013;Gewerkte uren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2014;Werkzame personen;Werknemers;2
Vrouwen;B Delfstoffenwinning;2014;Werkzame personen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2014;Banen;Werknemers;2
Vrouwen;B Delfstoffenwinning;2014;Banen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2014;Arbeidsjaren;Werknemers;1
Vrouwen;B Delfstoffenwinning;2014;Arbeidsjaren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2014;Gewerkte uren;Werknemers;2
Vrouwen;B Delfstoffenwinning;2014;Gewerkte uren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2015;Werkzame personen;Werknemers;2
Vrouwen;B Delfstoffenwinning;2015;Werkzame personen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2015;Banen;Werknemers;2
Vrouwen;B Delfstoffenwinning;2015;Banen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2015;Arbeidsjaren;Werknemers;1
Vrouwen;B Delfstoffenwinning;2015;Arbeidsjaren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2015;Gewerkte uren;Werknemers;3
Vrouwen;B Delfstoffenwinning;2015;Gewerkte uren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2016;Werkzame personen;Werknemers;2
Vrouwen;B Delfstoffenwinning;2016;Werkzame personen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2016;Banen;Werknemers;2
Vrouwen;B Delfstoffenwinning;2016;Banen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2016;Arbeidsjaren;Werknemers;1
Vrouwen;B Delfstoffenwinning;2016;Arbeidsjaren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2016;Gewerkte uren;Werknemers;2
Vrouwen;B Delfstoffenwinning;2016;Gewerkte uren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2017;Werkzame personen;Werknemers;1
Vrouwen;B Delfstoffenwinning;2017;Werkzame personen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2017;Banen;Werknemers;1
Vrouwen;B Delfstoffenwinning;2017;Banen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2017;Arbeidsjaren;Werknemers;1
Vrouwen;B Delfstoffenwinning;2017;Arbeidsjaren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2017;Gewerkte uren;Werknemers;2
Vrouwen;B Delfstoffenwinning;2017;Gewerkte uren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2018;Werkzame personen;Werknemers;1
Vrouwen;B Delfstoffenwinning;2018;Werkzame personen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2018;Banen;Werknemers;1
Vrouwen;B Delfstoffenwinning;2018;Banen;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2018;Arbeidsjaren;Werknemers;1
Vrouwen;B Delfstoffenwinning;2018;Arbeidsjaren;Zelfstandigen;0
Vrouwen;B Delfstoffenwinning;2018;Gewerkte uren;Werknemers;2
Vrouwen;B Delfstoffenwinning;2018;Gewerkte uren;Zelfstandigen;0
Vrouwen;C Industrie;2013;Werkzame personen;Werknemers;156
Vrouwen;C Industrie;2013;Werkzame personen;Zelfstandigen;11
Vrouwen;C Industrie;2013;Banen;Werknemers;162
Vrouwen;C Industrie;2013;Banen;Zelfstandigen;16
Vrouwen;C Industrie;2013;Arbeidsjaren;Werknemers;117
Vrouwen;C Industrie;2013;Arbeidsjaren;Zelfstandigen;10
Vrouwen;C Industrie;2013;Gewerkte uren;Werknemers;196
Vrouwen;C Industrie;2013;Gewerkte uren;Zelfstandigen;20
Vrouwen;C Industrie;2014;Werkzame personen;Werknemers;156
Vrouwen;C Industrie;2014;Werkzame personen;Zelfstandigen;11
Vrouwen;C Industrie;2014;Banen;Werknemers;162
Vrouwen;C Industrie;2014;Banen;Zelfstandigen;16
Vrouwen;C Industrie;2014;Arbeidsjaren;Werknemers;117
Vrouwen;C Industrie;2014;Arbeidsjaren;Zelfstandigen;9
Vrouwen;C Industrie;2014;Gewerkte uren;Werknemers;197
Vrouwen;C Industrie;2014;Gewerkte uren;Zelfstandigen;20
Vrouwen;C Industrie;2015;Werkzame personen;Werknemers;156
Vrouwen;C Industrie;2015;Werkzame personen;Zelfstandigen;11
Vrouwen;C Industrie;2015;Banen;Werknemers;162
Vrouwen;C Industrie;2015;Banen;Zelfstandigen;17
Vrouwen;C Industrie;2015;Arbeidsjaren;Werknemers;118
Vrouwen;C Industrie;2015;Arbeidsjaren;Zelfstandigen;11
Vrouwen;C Industrie;2015;Gewerkte uren;Werknemers;197
Vrouwen;C Industrie;2015;Gewerkte uren;Zelfstandigen;23
Vrouwen;C Industrie;2016;Werkzame personen;Werknemers;157
Vrouwen;C Industrie;2016;Werkzame personen;Zelfstandigen;11
Vrouwen;C Industrie;2016;Banen;Werknemers;163
Vrouwen;C Industrie;2016;Banen;Zelfstandigen;17
Vrouwen;C Industrie;2016;Arbeidsjaren;Werknemers;119
Vrouwen;C Industrie;2016;Arbeidsjaren;Zelfstandigen;12
Vrouwen;C Industrie;2016;Gewerkte uren;Werknemers;201
Vrouwen;C Industrie;2016;Gewerkte uren;Zelfstandigen;24
Vrouwen;C Industrie;2017;Werkzame personen;Werknemers;160
Vrouwen;C Industrie;2017;Werkzame personen;Zelfstandigen;11
Vrouwen;C Industrie;2017;Banen;Werknemers;166
Vrouwen;C Industrie;2017;Banen;Zelfstandigen;17
Vrouwen;C Industrie;2017;Arbeidsjaren;Werknemers;122
Vrouwen;C Industrie;2017;Arbeidsjaren;Zelfstandigen;11
Vrouwen;C Industrie;2017;Gewerkte uren;Werknemers;203
Vrouwen;C Industrie;2017;Gewerkte uren;Zelfstandigen;22
Vrouwen;C Industrie;2018;Werkzame personen;Werknemers;164
Vrouwen;C Industrie;2018;Werkzame personen;Zelfstandigen;11
Vrouwen;C Industrie;2018;Banen;Werknemers;170
Vrouwen;C Industrie;2018;Banen;Zelfstandigen;17
Vrouwen;C Industrie;2018;Arbeidsjaren;Werknemers;126
Vrouwen;C Industrie;2018;Arbeidsjaren;Zelfstandigen;10
Vrouwen;C Industrie;2018;Gewerkte uren;Werknemers;209
Vrouwen;C Industrie;2018;Gewerkte uren;Zelfstandigen;20
